university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,Unnamed: 0,UA_Continent,Housing,Cost of Living,Startups,Venture Capital,Travel Connectivity,Commute,Business Freedom,Safety,Healthcare,Education,Environmental Quality,Economy,Taxation,Internet Access,Leisure & Culture,Tolerance,Outdoors
VSB - Technical University of Ostrava,2021,1001,nan,https://www.topuniversities.com/universities/vsb-technical-university-ostrava,Czech Republic,Ostrava,Europe,https://www.topuniversities.com/sites/default/files/vb-technical-university-of-ostrava_592560cf2aeae70239af5980_small.jpg,Public,Very High,9.0,"1,449",M,"1,123",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TELECOM Paris,2021,nan,nan,https://www.topuniversities.com/universities/telecom-paris,France,Paris,Europe,https://www.topuniversities.com/sites/default/files/telecom-paris_592560cf2aeae70239af543f_small.jpg,nan,nan,nan,nan,nan,nan,184.0,Europe,3.5835,3.664,9.2765,7.513000000000001,10.0,5.330500000000001,8.088333333333333,6.2465,8.207666666666666,7.085,4.36225,4.2045,2.648000000000001,9.716,9.8165,5.579,4.433
Thapar Institute of Engineering & Technology,2021,1001,nan,https://www.topuniversities.com/universities/thapar-institute-engineering-technology,India,Patiala,Asia,https://www.topuniversities.com/sites/default/files/thapar-institute-of-engineering-and-technology-deemed-to-be-university_592560e59988f300e2321c69_small.jpg,Public,Very High,17.0,134,M,509,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"The ""Gheorghe Asachi"" Technical University of Iasi",2021,1001,nan,https://www.topuniversities.com/universities/gheorghe-asachi-technical-university-iasi,Romania,Iași,Europe,https://www.topuniversities.com/sites/default/files/the-gheorghe-asachi-technical-university-of-iasi_592560cf2aeae70239af52fc_small.jpg,Public,Very High,29.0,893,L,558,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
The Hashemite University,2021,1001,nan,https://www.topuniversities.com/universities/hashemite-university,Jordan,Zarqa,Asia,https://www.topuniversities.com/sites/default/files/the-hashemite-university_592560cf2aeae70239af5943_small.jpg,Public,Medium,23.0,"1,187",L,834,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ton Duc Thang University,2021,1001,nan,https://www.topuniversities.com/universities/ton-duc-thang-university,Vietnam,Ho Chi Minh City,Asia,https://www.topuniversities.com/sites/default/files/ton-duc-thang-university_592560e19988f300e2320e3c_small.jpg,Private,Very High,18.0,378,L,"1,512",106.0,Asia,8.618,8.844000000000001,4.93,1.7390000000000003,2.08,5.1835,4.101666666666666,6.767500000000001,5.540333333333333,4.116499999999999,1.4197499999999998,4.8345,5.045,4.565,5.874000000000001,5.943499999999999,1.2575
Tunghai University,2021,1001,nan,https://www.topuniversities.com/universities/tunghai-university,Taiwan,Taichung City,Asia,https://www.topuniversities.com/sites/default/files/tunghai-university_592560cf2aeae70239af5248_small.jpg,Private,High,20.0,"1,577",L,748,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad Andrés Bello,2021,1001,nan,https://www.topuniversities.com/universities/universidad-andres-bello,Chile,Santiago,Latin America,https://www.topuniversities.com/sites/default/files/universidad-andrs-bello_2576_small.jpg,Private,Medium,19.0,708,XL,"2,323",217.0,South America,8.3815,7.237,6.2305,1.0,2.5355,5.550999999999999,7.765,6.9645,7.066,2.6415000000000006,4.528,3.725,8.929499999999999,1.0,7.556000000000001,7.171500000000001,5.499999999999999
Universidad Autónoma de Baja California,2021,1001,nan,https://www.topuniversities.com/universities/universidad-autonoma-de-baja-california,Mexico,Baja California,Latin America,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-baja-california_592560cf2aeae70239af5138_small.jpg,Public,High,22.0,"1,825",XL,"2,962",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad Autónoma de Chile,2021,1001,nan,https://www.topuniversities.com/universities/universidad-autonoma-de-chile,Chile,nan,Latin America,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-chile_592560e09988f300e2320bc6_small.jpg,Private,High,17.0,149,L,"1,570",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad Autónoma de Nuevo León,2021,1001,nan,https://www.topuniversities.com/universities/universidad-autonoma-de-nuevo-leon,Mexico,San Nicolás de los Garza,Latin America,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-nuevo-len_592560cf2aeae70239af5136_small.jpg,Public,High,27.0,478,XL,"4,552",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad Autónoma de Querétaro (UAQ),2021,1001,nan,https://www.topuniversities.com/universities/universidad-autonoma-de-queretaro-uaq,Mexico,Querétaro,Latin America,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-quertaro-uaq_592560cf2aeae70239af54a4_small.jpg,Public,Medium,24.0,305,L,"1,056",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad Autónoma de San Luis de Potosí,2021,1001,nan,https://www.topuniversities.com/universities/universidad-autonoma-de-san-luis-de-potosi,Mexico,San Luis Potosí,Latin America,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-san-luis-de-potos_592560cf2aeae70239af54a5_small.jpg,Public,Medium,19.0,255,XL,"1,630",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad Autonoma de Yucatan,2021,1001,nan,https://www.topuniversities.com/universities/universidad-autonoma-de-yucatan,Mexico,Mérida,Latin America,https://www.topuniversities.com/sites/default/files/universidad-autonoma-de-yucatan_592560cf2aeae70239af513b_small.jpg,Public,High,20.0,45,L,807,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad Autónoma del Estado de Morelos (UAEM),2021,1001,nan,https://www.topuniversities.com/universities/universidad-autonoma-del-estado-de-morelos-uaem,Mexico,Cuernavaca,Latin America,https://www.topuniversities.com/sites/default/files/universidad-autnoma-del-estado-de-morelos-uaem_592560cf2aeae70239af54ad_small.jpg,Public,Medium,11.0,88,L,"2,736",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Universidad Católica Boliviana ""San Pablo""",2021,1001,nan,https://www.topuniversities.com/universities/universidad-catolica-boliviana,Bolivia,La Paz,Latin America,https://www.topuniversities.com/sites/default/files/universidad-catlica-boliviana-_592560cf2aeae70239af561d_small.jpg,Private,Low,22.0,439,L,621,127.0,South America,4.724,0.0,1.4975000000000005,0.0,1.3190000000000002,3.83425,3.4819999999999998,6.750500000000001,4.315999999999999,0.0,1.73375,4.536,4.549,1.548,1.525,6.292999999999999,5.499999999999999
Universidad Católica de Colombia ,2021,1001,nan,https://www.topuniversities.com/universities/universidad-catolica-de-colombia,Colombia,Bogotá,Latin America,https://www.topuniversities.com/sites/default/files/universidad-catlica-de-colombia-_592560cf2aeae70239af54b3_small.jpg,Private,High,20.0,53,M,495,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Católica de Córdoba,2021,1001,nan,https://www.topuniversities.com/universities/catholic-university-cordoba,Argentina,Córdoba,Latin America,https://www.topuniversities.com/sites/default/files/catholic-university-of-cordoba_592560cf2aeae70239af5899_small.jpg,Private,Low,13.0,387,M,"8,203",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad Católica del Norte,2021,1001,nan,https://www.topuniversities.com/universities/universidad-catolica-del-norte,Chile,Antofagasta,Latin America,https://www.topuniversities.com/sites/default/files/universidad-catlica-del-norte_592560cf2aeae70239af54b9_small.jpg,Private,High,20.0,259,M,601,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad Central del Ecuador,2021,1001,nan,https://www.topuniversities.com/universities/universidad-central-del-ecuador,Ecuador,Quito,Latin America,https://www.topuniversities.com/sites/default/files/universidad-central-del-ecuador_592560cf2aeae70239af54be_small.jpg,Public,Medium,15.0,nan,L,"2,045",198.0,South America,9.0165,7.822,2.857500000000001,0.0,0.8900000000000001,4.789250000000001,3.021333333333333,6.968999999999999,6.406333333333332,0.0,4.1762500000000005,3.8855,7.513999999999999,3.4815,4.8015,8.826499999999998,5.499999999999999
Universidad de Castilla-La Mancha,2021,1001,nan,https://www.topuniversities.com/universities/universidad-de-castilla-la-mancha,Spain,Ciudad Real,Europe,https://www.topuniversities.com/sites/default/files/universidad-de-castilla-la-mancha_1521_small.jpg,Public,High,13.0,"1,005",L,"1,798",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad de Guanajuato,2021,1001,nan,https://www.topuniversities.com/universities/universidad-de-guanajuato,Mexico,Guanajuato,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-guanajuato_592560cf2aeae70239af513d_small.jpg,Public,High,19.0,402,L,"1,530",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad de La Frontera (UFRO),2021,1001,nan,https://www.topuniversities.com/universities/universidad-de-la-frontera-ufro,Chile,Temuco,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-la-frontera-ufro_592560cf2aeae70239af512b_small.jpg,Public,Very High,27.0,70,M,420,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad de La Salle,2021,1001,nan,https://www.topuniversities.com/universities/universidad-de-la-salle,Colombia,Bogotá,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-la-salle_592560cf2aeae70239af5154_small.jpg,Private,Medium,20.0,98,M,492,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad de las Fuerzas Armadas ESPE (Ex - Escuela Politécnica del Ejército),2021,1001,nan,https://www.topuniversities.com/universities/universidad-de-las-fuerzas-armadas-espe-ex-escuela-politecnica-del-ejercito,Ecuador,Sangolquí,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-las-fuerzas-armadas-espe-ex-escuela-politcnica-del-ejrcito_592560cf2aeae70239af565d_small.jpg,Public,Medium,22.0,53,L,965,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad de Lima,2021,1001,nan,https://www.topuniversities.com/universities/universidad-de-lima,Peru,Lima,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-lima_592560cf2aeae70239af5157_small.jpg,Private,Medium,23.0,264,L,603,134.0,South America,8.712,8.496,3.8835,1.65,2.012,4.759,5.001666666666667,5.2905,5.710666666666665,0.5,2.48075,3.1625000000000005,6.524,2.41,6.8085,6.0805,5.388000000000001
Universidad de Medellín,2021,1001,nan,https://www.topuniversities.com/universities/universidad-de-medellin,Colombia,Medellin,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-medelln_592560cf2aeae70239af5337_small.jpg,Private,Medium,18.0,183,M,498,152.0,South America,9.2315,9.315,4.618,0.0,0.928,5.3545,6.348666666666665,7.477,6.790666666666666,1.531,6.17075,4.5945,1.8515000000000004,4.1485,5.029,9.302,3.662
Universidad de Monterrey (UDEM),2021,1001,nan,https://www.topuniversities.com/universities/universidad-de-monterrey-udem,Mexico,San Pedro Garza García,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-monterrey-udem_1724_small.jpg,Private,High,15.0,136,M,613,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad de Panamá - UP,2021,1001,nan,https://www.topuniversities.com/universities/universidad-de-panama,Panama,Panama City,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-panam-up_592560cf2aeae70239af54db_small.jpg,Public,Medium,22.0,"1,655",XL,"2,678",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad de Puerto Rico,2021,1001,nan,https://www.topuniversities.com/universities/universidad-de-puerto-rico,Puerto Rico,San Juan,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-puerto-rico_592560cf2aeae70239af54dd_small.jpg,Public,High,18.0,448,XL,"2,688",214.0,North America,7.427500000000001,5.98,1.4285,0.0,1.38,1.142,3.173,5.121000000000001,4.363333333333333,0.0,4.493250000000001,0.0,4.3965000000000005,4.273499999999999,6.839500000000001,3.66,5.3245000000000005
Universidad de Sonora,2021,1001,nan,https://www.topuniversities.com/universities/universidad-de-sonora,Mexico,Hermosillo,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-sonora_592560cf2aeae70239af5139_small.jpg,Public,Medium,21.0,386,XL,"1,654",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad de Talca,2021,1001,nan,https://www.topuniversities.com/universities/universidad-de-talca,Chile,Talca,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-talca_592560cf2aeae70239af5129_small.jpg,Public,Very High,18.0,80,M,613,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad de Valparaíso (UV),2021,1001,nan,https://www.topuniversities.com/universities/universidad-de-valparaiso-uv,Chile,Valparaíso,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-valparaso-uv_592560cf2aeae70239af54e3_small.jpg,Public,Medium,16.0,158,L,"1,014",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad del Bío-Bío,2021,1001,nan,https://www.topuniversities.com/universities/universidad-del-bio-bio,Chile,Concepción,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-bio-bio_592560cf2aeae70239af5128_small.jpg,Public,High,25.0,91,L,498,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad del Desarrollo (UDD),2021,1001,nan,https://www.topuniversities.com/universities/universidad-del-desarrollo-udd,Chile,Santiago,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-desarrollo-udd_592560cf2aeae70239af52cd_small.jpg,Private,Medium,15.0,253,L,"1,041",217.0,South America,8.3815,7.237,6.2305,1.0,2.5355,5.550999999999999,7.765,6.9645,7.066,2.6415000000000006,4.528,3.725,8.929499999999999,1.0,7.556000000000001,7.171500000000001,5.499999999999999
Universidad del Norte ,2021,1001,nan,https://www.topuniversities.com/universities/universidad-del-norte,Colombia,Barranquilla,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-norte-_592560cf2aeae70239af54ec_small.jpg,Private,Medium,15.0,80,L,846,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad del Pacífico,2021,1001,nan,https://www.topuniversities.com/universities/universidad-del-pacifico,Peru,Jesús María,Latin America,https://www.topuniversities.com/sites/default/files/UniversidadDelPacifico_200x200-48x48.jpg,Private,Low,23.0,26,S,210,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad Industrial de Santander - UIS,2021,1001,nan,https://www.topuniversities.com/universities/universidad-industrial-de-santander-uis,Colombia,Bucaramanga,Latin America,https://www.topuniversities.com/sites/default/files/universidad-industrial-de-santander-uis_592560cf2aeae70239af54f6_small.jpg,Public,Medium,21.0,130,L,922,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad Mayor de San Andrés (UMSA),2021,1001,nan,https://www.topuniversities.com/universities/universidad-mayor-de-san-andres-umsa,Bolivia,La Paz,Latin America,https://www.topuniversities.com/sites/default/files/universidad-mayor-de-san-andrs-umsa_592560cf2aeae70239af561a_small.jpg,Public,Low,31.0,116,XL,"2,617",127.0,South America,4.724,0.0,1.4975000000000005,0.0,1.3190000000000002,3.83425,3.4819999999999998,6.750500000000001,4.315999999999999,0.0,1.73375,4.536,4.549,1.548,1.525,6.292999999999999,5.499999999999999
Universidad Metropolitana,2021,1001,nan,https://www.topuniversities.com/universities/universidad-metropolitana,Venezuela,Caracas,Latin America,https://www.topuniversities.com/sites/default/files/universidad-metropolitana_400_small.jpg,Private,Low,20.0,41,M,275,52.0,South America,4.9025,9.82,3.0535,0.0,1.3235,4.544250000000001,1.0,5.221,4.178333333333334,0.0,2.2725,1.978,4.180000000000001,1.6415000000000002,4.38,4.5505,4.0985
Universidad Nacional Agraria la Molina,2021,1001,nan,https://www.topuniversities.com/universities/universidad-nacional-agraria-la-molina,Peru,Lima,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-agraria-la-molina_592560cf2aeae70239af515c_small.jpg,Public,High,13.0,179,M,608,134.0,South America,8.712,8.496,3.8835,1.65,2.012,4.759,5.001666666666667,5.2905,5.710666666666665,0.5,2.48075,3.1625000000000005,6.524,2.41,6.8085,6.0805,5.388000000000001
Universidad Nacional de la Asunción,2021,1001,nan,https://www.topuniversities.com/universities/universidad-nacional-de-la-asuncion,Paraguay,San Lorenzo,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-la-asuncin_592560cf2aeae70239af5503_small.jpg,Public,Low,12.0,531,XL,"4,304",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad Nacional de Cuyo,2021,1001,nan,https://www.topuniversities.com/universities/universidad-nacional-de-cuyo,Argentina,Mendoza,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-cuyo_592560cf2aeae70239af5124_small.jpg,Public,Medium,12.0,"3,781",XL,"3,064",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universidad Nacional de Mar del Plata,2021,1001,nan,https://www.topuniversities.com/universities/universidad-nacional-de-mar-del-plata,Argentina,Mar del Plata,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-mar-del-plata_592560cf2aeae70239af5125_small.jpg,Public,High,21.0,nan,L,"1,001",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
